Economy,Year,Residential,GDP per capita
12_NZ,2049,64.47789792899201,71708.66449458242
12_NZ,2050,64.4710258226553,73275.99285269856
12_NZ,2051,64.4715451062335,
12_NZ,2052,64.46897558347426,
12_NZ,2053,64.46220446246052,
12_NZ,2054,64.45026155009693,
12_NZ,2055,64.4320082397405,
12_NZ,2056,64.40682471233993,
12_NZ,2057,64.37386994035191,
12_NZ,2058,64.33251680242277,
12_NZ,2059,64.28201169327664,
12_NZ,2060,64.22169381746272,
12_NZ,2061,64.15085353031783,
12_NZ,2062,64.06896082133149,
12_NZ,2063,63.975551170094825,
12_NZ,2064,63.87018308906388,
12_NZ,2065,63.752451255727145,
12_NZ,2066,63.62164564585399,
12_NZ,2067,63.47699468193774,
12_NZ,2068,63.3178404129791,
12_NZ,2069,63.143508589087574,
12_NZ,2070,62.95314874014474,
13_PNG,2017,59.3205222355596,4353.278713949913
13_PNG,2018,59.40744652421623,4233.123820920174
13_PNG,2019,59.70534169875419,4358.785118080646
13_PNG,2020,59.73789618112457,4232.767457032129
13_PNG,2021,59.89889835840152,4273.375722433379
13_PNG,2022,60.22717761233317,4434.239076725743
13_PNG,2023,60.6160030054752,4618.196340484973
13_PNG,2024,61.06437238464292,4823.970883839302
13_PNG,2025,61.64169667904993,5021.918705100471
13_PNG,2026,62.21989218975048,5240.396467622622
13_PNG,2027,62.853815523042336,5464.607661822805
13_PNG,2028,63.55001441138598,5694.271049845355
13_PNG,2029,64.31521344936324,5929.132711923307
13_PNG,2030,65.18576440084263,6182.007360238673
13_PNG,2031,65.29700619877352,6439.201308135072
13_PNG,2032,65.42360259046703,6700.554475325209
13_PNG,2033,65.57905446000522,6965.984444989207
13_PNG,2034,65.80087835648267,7247.682679285369
13_PNG,2035,66.07353409303744,7533.013618448707
13_PNG,2036,66.4165102426114,7833.785618525513
13_PNG,2037,66.82580634432648,8137.709381735486
13_PNG,2038,67.33930084924404,8456.200159332502
13_PNG,2039,67.93906549864366,8777.29611114799
13_PNG,2040,68.65728376978184,9112.112403579687
13_PNG,2041,69.45729198652339,9449.130816333633
13_PNG,2042,70.37996747625343,9799.260416459741
13_PNG,2043,71.42775788232898,10162.083617092805
13_PNG,2044,72.58035996334569,10526.62554451812
13_PNG,2045,73.79587061754447,10872.057977956732
13_PNG,2046,75.16562391314679,11250.815554503939
13_PNG,2047,76.84462520086586,11722.93486608959
13_PNG,2048,78.38420281906554,12083.81459684866
13_PNG,2049,80.2465858918374,12536.630983072755
13_PNG,2050,81.97925189977418,12881.698390740394
13_PNG,2051,82.63014892587756,
13_PNG,2052,83.31500197452358,
13_PNG,2053,84.03473339406003,
13_PNG,2054,84.79031589055944,
13_PNG,2055,85.58278451510627,
13_PNG,2056,86.41329242874258,
13_PNG,2057,87.28311685040309,
13_PNG,2058,88.19362985411385,
13_PNG,2059,89.14631117007673,
13_PNG,2060,90.14266121747721,
13_PNG,2061,91.1842290750971,
13_PNG,2062,92.2725663058575,
13_PNG,2063,93.40931805114258,
13_PNG,2064,94.59613575160463,
13_PNG,2065,95.83481342019918,
13_PNG,2066,97.12720950270385,
13_PNG,2067,98.47526843856708,
13_PNG,2068,99.88117508500635,
13_PNG,2069,101.34722760438895,
13_PNG,2070,102.87576634539627,
14_PE,2017,146.66807505468407,12506.529375058608
14_PE,2018,156.79520894323915,12782.372733748087
14_PE,2019,156.27749092109357,12854.153850543004
14_PE,2020,143.40657438021793,12103.939484817472
14_PE,2021,147.87619833125768,12609.334858733859
14_PE,2022,151.02797601127602,12972.038046041767
14_PE,2023,154.45075522198925,13378.980754635142
14_PE,2024,157.28032545904787,13783.926456866455
14_PE,2025,158.98539128061236,14177.947364753465
14_PE,2026,160.49185306460467,14558.965408213435
14_PE,2027,161.97797296149298,14930.07632432625
14_PE,2028,163.84540812510593,15325.965339590703
14_PE,2029,165.5351587562797,15716.677825917799
14_PE,2030,167.65148182322648,16137.362810368506
14_PE,2031,169.4006354133437,16523.49533288236
14_PE,2032,171.5688919287076,16938.722201225457
14_PE,2033,173.58759968162292,17351.187722629238
14_PE,2034,176.03469668741786,17792.671549123268
14_PE,2035,178.53673686268206,18231.715018666247
14_PE,2036,180.9080622753342,18668.831709477447
14_PE,2037,183.538530207733,19104.400208357572
14_PE,2038,186.43177419437177,19569.009305311432
14_PE,2039,189.02603187043366,20001.167902747024
14_PE,2040,192.07529986531702,20461.800287547077
14_PE,2041,195.4265091790481,20950.583597159166
14_PE,2042,198.89551326119192,21437.51249182847
14_PE,2043,202.65802766744125,21952.689483669703
14_PE,2044,206.3426758996392,22436.891936829543
14_PE,2045,210.33522793723125,22949.888637005344
14_PE,2046,214.45287757251265,23462.25579496426
14_PE,2047,218.89599210316553,24003.509619731827
14_PE,2048,223.48080870131324,24544.60422223736
14_PE,2049,228.2151114954705,25085.961429103474
14_PE,2050,233.30194066750204,25656.86195721542
14_PE,2051,0.0,
14_PE,2052,0.0,
14_PE,2053,0.0,
14_PE,2054,0.0,
14_PE,2055,0.0,
14_PE,2056,0.0,
14_PE,2057,0.0,
14_PE,2058,0.0,
14_PE,2059,0.0,
14_PE,2060,0.0,
14_PE,2061,0.0,
14_PE,2062,0.0,
14_PE,2063,0.0,
14_PE,2064,0.0,
14_PE,2065,0.0,
14_PE,2066,0.0,
14_PE,2067,0.0,
14_PE,2068,0.0,
14_PE,2069,0.0,
14_PE,2070,0.0,
15_RP,2017,0.0,7753.464743742955
15_RP,2018,0.0,8123.376029590406
15_RP,2019,0.0,8486.069522380942
15_RP,2020,0.0,8422.895993792012
15_RP,2021,0.0,8943.403540556563
15_RP,2022,0.0,9360.461561334507
15_RP,2023,0.0,9781.27084218098
15_RP,2024,0.0,10219.924200689991
15_RP,2025,0.0,10662.767274403552
15_RP,2026,0.0,11109.95035706538
15_RP,2027,0.0,11574.668252513
15_RP,2028,0.0,12056.567835471791
15_RP,2029,0.0,12542.404007949865
15_RP,2030,0.0,13019.563193198888
15_RP,2031,0.0,13513.86046037926
15_RP,2032,0.0,14125.181570767993
15_RP,2033,0.0,14603.127590417533
15_RP,2034,0.0,15197.506436313966
15_RP,2035,0.0,15662.896961141574
15_RP,2036,0.0,16244.059428465132
15_RP,2037,0.0,16819.045705466207
15_RP,2038,0.0,17388.341344416116
15_RP,2039,0.0,18069.62341591611
15_RP,2040,0.0,18627.67021560725
15_RP,2041,0.0,19296.825275746814
15_RP,2042,0.0,19960.428977395983
15_RP,2043,0.0,20619.0399358105
15_RP,2044,0.0,21273.189654706148
15_RP,2045,0.0,21923.40348605034
15_RP,2046,0.0,22570.153762850103
15_RP,2047,0.0,23325.019747632352
15_RP,2048,0.0,24076.259678978455
15_RP,2049,0.0,24714.74904038075
15_RP,2050,0.0,25461.400459146305
15_RP,2051,0.0,
15_RP,2052,0.0,
15_RP,2053,0.0,
15_RP,2054,0.0,
15_RP,2055,0.0,
15_RP,2056,0.0,
15_RP,2057,0.0,
15_RP,2058,0.0,
15_RP,2059,0.0,
15_RP,2060,0.0,
15_RP,2061,0.0,
15_RP,2062,0.0,
15_RP,2063,0.0,
15_RP,2064,0.0,
15_RP,2065,0.0,
15_RP,2066,0.0,
15_RP,2067,0.0,
15_RP,2068,0.0,
15_RP,2069,0.0,
15_RP,2070,0.0,
16_RUS,2017,5223.765542576246,26314.243253618046
16_RUS,2018,5905.703659833502,26869.922973803426
16_RUS,2019,5040.338605897586,27193.43950473373
16_RUS,2020,4976.106704053829,25686.847448188044
16_RUS,2021,4989.542410605795,26589.975422687105
16_RUS,2022,5012.303684898824,27095.33537563442
16_RUS,2023,5024.552703910532,27493.29165051606
16_RUS,2024,5037.476015800863,28024.053207261735
16_RUS,2025,5050.0407773500765,28441.693197141292
16_RUS,2026,5060.506080171937,28989.61381298862
16_RUS,2027,5068.971951338088,29423.920018142653
16_RUS,2028,5075.453747990368,29866.225756182575
16_RUS,2029,5088.334880059923,30439.407828923544
16_RUS,2030,5097.236876947822,30896.888097752922
16_RUS,2031,5103.34231177486,31361.018073764568
16_RUS,2032,5115.954059392161,31955.31334274296
16_RUS,2033,5122.558257137776,32430.42511179419
16_RUS,2034,5131.5013950520215,32909.05319691149
16_RUS,2035,5142.713194403978,33515.58517460942
16_RUS,2036,5151.791079149569,33998.6262341948
16_RUS,2037,5158.958469572986,34482.72636371615
16_RUS,2038,5168.356355412886,34967.08587389309
16_RUS,2039,5177.880483517331,35450.94892108956
16_RUS,2040,5185.403635449041,35933.69193091677
16_RUS,2041,5195.061687763412,36414.77672792512
16_RUS,2042,5198.481728938541,36765.85531530647
16_RUS,2043,5208.029569872962,37242.96185760277
16_RUS,2044,5217.491111248835,37718.74144018566
16_RUS,2045,5220.678783102064,38064.5801916698
16_RUS,2046,5229.935993335647,38538.29990355488
16_RUS,2047,5237.011548454505,39011.29518736486
16_RUS,2048,5246.042890483093,39484.303898190396
16_RUS,2049,5255.022926194927,39958.307385057036
16_RUS,2050,5265.884914696061,40564.60166793077
16_RUS,2051,5282.365616483716,
16_RUS,2052,5297.070862470884,
16_RUS,2053,5314.105520741519,
16_RUS,2054,5331.418104718484,
16_RUS,2055,5349.009336283395,
16_RUS,2056,5366.879953456992,
16_RUS,2057,5385.030710540316,
16_RUS,2058,5403.462378254582,
16_RUS,2059,5424.229971273611,
16_RUS,2060,5443.226544313373,
16_RUS,2061,5464.562274798919,
16_RUS,2062,5484.127427959765,
16_RUS,2063,5506.035426481771,
16_RUS,2064,5528.231694561089,
16_RUS,2065,5550.717408163604,
16_RUS,2066,5573.4937586276355,
16_RUS,2067,5598.624540398709,
16_RUS,2068,5621.987275944005,
16_RUS,2069,5647.710041395506,
16_RUS,2070,5671.664490869383,
17_SIN,2017,0.0,92403.80772272908
17_SIN,2018,0.0,94486.05730750188
17_SIN,2019,0.0,94379.6368882673
17_SIN,2020,0.0,90360.23567334992
17_SIN,2021,0.0,92339.61382658982
17_SIN,2022,0.0,94891.68990468928
17_SIN,2023,0.0,97173.40935062013
17_SIN,2024,0.0,99672.89021576177
17_SIN,2025,0.0,102173.67467383019
17_SIN,2026,0.0,104905.44596542986
17_SIN,2027,0.0,107407.7176270831
17_SIN,2028,0.0,110139.44043300553
17_SIN,2029,0.0,112879.03322884477
17_SIN,2030,0.0,115631.77260736722
17_SIN,2031,0.0,118402.03444001943
17_SIN,2032,0.0,121193.86522333506
17_SIN,2033,0.0,123791.90001678349
17_SIN,2034,0.0,126640.28203967678
17_SIN,2035,0.0,129740.72745362828
17_SIN,2036,0.0,132877.09867437097
17_SIN,2037,0.0,136052.84217598638
17_SIN,2038,0.0,139270.43605524022
17_SIN,2039,0.0,142747.4869975529
17_SIN,2040,0.0,146052.82973783294
17_SIN,2041,0.0,149620.97116234674
17_SIN,2042,0.0,153021.64066906544
17_SIN,2043,0.0,156686.74851885482
17_SIN,2044,0.0,160399.32419079295
17_SIN,2045,0.0,163942.4679416147
17_SIN,2046,0.0,167964.6016436897
17_SIN,2047,0.0,171818.41520311456
17_SIN,2048,0.0,175934.05803225518
17_SIN,2049,0.0,180095.22579380803
17_SIN,2050,0.0,184299.64172240684
17_SIN,2051,0.0,
17_SIN,2052,0.0,
17_SIN,2053,0.0,
17_SIN,2054,0.0,
17_SIN,2055,0.0,
17_SIN,2056,0.0,
17_SIN,2057,0.0,
17_SIN,2058,0.0,
17_SIN,2059,0.0,
17_SIN,2060,0.0,
17_SIN,2061,0.0,
17_SIN,2062,0.0,
17_SIN,2063,0.0,
17_SIN,2064,0.0,
17_SIN,2065,0.0,
17_SIN,2066,0.0,
17_SIN,2067,0.0,
17_SIN,2068,0.0,
17_SIN,2069,0.0,
17_SIN,2070,0.0,
18_CT,2017,241.45692898189165,51687.05357854973
18_CT,2018,235.62238539153125,54798.12490612928
18_CT,2019,235.04381161025793,56165.41900180749
18_CT,2020,242.0093229873857,53821.69450555501
18_CT,2021,236.03297212770627,55616.17333111186
18_CT,2022,238.82969920606646,56866.745426768415
18_CT,2023,241.30643002173565,58046.01882324354
18_CT,2024,244.48279335432824,59260.01832581857
18_CT,2025,247.3670616295821,60511.54123455163
18_CT,2026,250.01958058734786,61698.37522888057
18_CT,2027,253.58626720967064,62911.485983037965
18_CT,2028,256.90506529672825,64052.35070986424
18_CT,2029,259.85980245555544,65162.531358215274
18_CT,2030,262.4195592695391,66208.03608081743
18_CT,2031,264.4887223142735,67236.51448810057
18_CT,2032,265.9241262343725,68345.23266441486
18_CT,2033,266.84101839319453,69351.74817753848
18_CT,2034,267.06735745634666,70313.40656262475
18_CT,2035,266.5525640982353,71203.23559623187
18_CT,2036,265.1666314475068,72117.44017621613
18_CT,2037,264.1560834160791,73117.10425713113
18_CT,2038,262.3824265150575,74031.01571340015
18_CT,2039,259.781242671324,74924.40141733122
18_CT,2040,256.3730186850794,75794.47312975283
18_CT,2041,252.2193252430012,76631.49499141127
18_CT,2042,247.3012043848499,77495.78865168914
18_CT,2043,241.78884548287215,78317.96873641819
18_CT,2044,235.77033971698293,79140.92059696872
18_CT,2045,229.36744182875745,79949.85524461162
18_CT,2046,222.59532436834547,80799.52308989657
18_CT,2047,215.55626918075367,81636.13172944501
18_CT,2048,208.2997549560964,82490.46283636539
18_CT,2049,200.90000767910152,83365.57222223691
18_CT,2050,193.4505537634814,84215.19005005492
18_CT,2051,185.99138945110008,
18_CT,2052,178.54114144367824,
18_CT,2053,171.14348367856758,
18_CT,2054,163.8380750638339,
18_CT,2055,156.65286323917255,
18_CT,2056,149.61018272037637,
18_CT,2057,142.72289519801834,
18_CT,2058,135.99835939442025,
18_CT,2059,129.43945630423156,
18_CT,2060,123.04698798715512,
18_CT,2061,116.8240413120905,
18_CT,2062,110.77203723966312,
18_CT,2063,104.87624374632274,
18_CT,2064,99.12089613386769,
18_CT,2065,93.49427590184433,
18_CT,2066,87.99646554139487,
18_CT,2067,82.6301090003358,
18_CT,2068,77.38930451200677,
18_CT,2069,72.26728525401603,
18_CT,2070,67.26210810659457,
19_THA,2017,505.06880138677064,17381.66460404454
19_THA,2018,500.472059518344,18042.396075629313
19_THA,2019,513.0645537904026,18423.105179837305
19_THA,2020,491.00462902474675,17145.81059091838
19_THA,2021,493.14652367298225,18152.47020268419
19_THA,2022,503.19848936958624,18794.886324796622
19_THA,2023,510.3037127614676,19464.519275869177
19_THA,2024,519.775423635581,20184.743919403398
19_THA,2025,526.514268270738,20955.731358656347
19_THA,2026,531.986281079669,21777.951212873413
19_THA,2027,536.9684670026737,22628.858094469902
19_THA,2028,539.2516790349669,23416.243039986413
19_THA,2029,548.3085535592589,24581.1748792262
19_THA,2030,554.5932296274133,25521.441073548613
19_THA,2031,558.3566706875914,26469.53031763909
19_THA,2032,566.2658616413065,27658.566301601233
19_THA,2033,571.5648991364296,28624.69823637803
19_THA,2034,578.6492168590762,29833.946290492608
19_THA,2035,585.4450941979028,31054.82433171941
19_THA,2036,591.6774237949935,32288.200493179083
19_THA,2037,597.5007322911216,33535.02665771419
19_THA,2038,602.9219560436331,34796.48772367952
19_THA,2039,612.0037530871198,36309.64440776295
19_THA,2040,616.5793582623897,37604.941846397305
19_THA,2041,622.84810086752,39155.92678899451
19_THA,2042,630.5829726796094,40727.98718570298
19_THA,2043,637.8663174717739,42322.37425918643
19_THA,2044,643.3058791315282,43940.268978300286
19_THA,2045,649.7551917149727,45582.84467606474
19_THA,2046,655.7690033130191,47251.276217319406
19_THA,2047,663.0677230521576,49190.23026765473
19_THA,2048,670.0015336488963,51159.78168368295
19_THA,2049,674.692505452138,52914.973547206486
19_THA,2050,680.5925814093933,54947.744795813174
19_THA,2051,0.0,
19_THA,2052,0.0,
19_THA,2053,0.0,
19_THA,2054,0.0,
19_THA,2055,0.0,
19_THA,2056,0.0,
19_THA,2057,0.0,
19_THA,2058,0.0,
19_THA,2059,0.0,
19_THA,2060,0.0,
19_THA,2061,0.0,
19_THA,2062,0.0,
19_THA,2063,0.0,
19_THA,2064,0.0,
19_THA,2065,0.0,
19_THA,2066,0.0,
19_THA,2067,0.0,
19_THA,2068,0.0,
19_THA,2069,0.0,
19_THA,2070,0.0,
20_USA,2017,10527.568032443873,59939.42617574246
20_USA,2018,11458.967068885839,61314.654077660314
20_USA,2019,11046.285088239178,62349.6350506031
20_USA,2020,10421.694290370973,58203.570065256
20_USA,2021,11012.36045655592,60473.33520707415
20_USA,2022,11090.50666745699,61010.34983413882
20_USA,2023,11110.526247621321,61613.87126624005
20_USA,2024,11157.220497586506,62279.10705295396
20_USA,2025,11175.019453473767,62990.65332447802
20_USA,2026,11191.9851839357,63737.53909682656
20_USA,2027,11208.01039724869,64512.01719380522
20_USA,2028,11223.111947654565,65308.1228785063
20_USA,2029,11237.313756783158,66121.25246048001
20_USA,2030,11250.536053160678,66948.83066214586
20_USA,2031,11287.352459210513,67789.82429158034
20_USA,2032,11297.775892261076,68646.36678288993
20_USA,2033,11332.962656531516,69523.74659118582
20_USA,2034,11367.63506122006,70428.4264782401
20_USA,2035,11377.457331514433,71365.83776313768
20_USA,2036,11411.403009337262,72339.49244886407
20_USA,2037,11469.535289106287,73351.6146328009
20_USA,2038,11503.23560592675,74403.85287791419
20_USA,2039,11536.814837407603,75496.46853847666
20_USA,2040,11593.713397915524,76629.36356981537
20_USA,2041,11650.941882178478,77802.98197081749
20_USA,2042,11684.491189667911,79018.09790956849
20_USA,2043,11740.821707316964,80274.00748638803
20_USA,2044,11819.293291904503,81568.8946757851
20_USA,2045,11874.144038742108,82900.53900477997
20_USA,2046,11950.692879867667,84267.44987766542
20_USA,2047,12003.916078849597,85668.5330771832
20_USA,2048,12078.371340194111,87101.7709801409
20_USA,2049,12151.556893359522,88564.51402047864
20_USA,2050,12223.475785129116,90054.21253506331
20_USA,2051,0.0,
20_USA,2052,0.0,
20_USA,2053,0.0,
20_USA,2054,0.0,
20_USA,2055,0.0,
20_USA,2056,0.0,
20_USA,2057,0.0,
20_USA,2058,0.0,
20_USA,2059,0.0,
20_USA,2060,0.0,
20_USA,2061,0.0,
20_USA,2062,0.0,
20_USA,2063,0.0,
20_USA,2064,0.0,
20_USA,2065,0.0,
20_USA,2066,0.0,
20_USA,2067,0.0,
20_USA,2068,0.0,
20_USA,2069,0.0,
20_USA,2070,0.0,
21_VN,2017,349.3681925326127,7155.4431870997005
21_VN,2018,333.8122783902687,7585.943155040361
21_VN,2019,375.5693066213216,8039.868345242507
21_VN,2020,384.0281320568051,8182.596002424106
21_VN,2021,413.8269535855747,8681.330620201723
21_VN,2022,448.8986124639433,9043.111640270345
21_VN,2023,477.5037086234819,9402.934201390908
21_VN,2024,508.23527325302575,9798.876830867815
21_VN,2025,540.0607819684421,10210.662755812955
21_VN,2026,564.6390232350419,10638.058377044435
21_VN,2027,589.446998167796,11100.333588614623
21_VN,2028,615.8929996994253,11578.924039704478
21_VN,2029,644.7335319171533,12093.461495834363
21_VN,2030,673.9484792762727,12625.870904548898
21_VN,2031,701.906998429838,13195.148644406452
21_VN,2032,735.8393574776758,13782.665295941944
21_VN,2033,770.787577905099,14388.31835195778
21_VN,2034,809.2698430377142,15048.272608145115
21_VN,2035,847.9186049075902,15707.140067292587
21_VN,2036,889.4008500414378,16401.53627479062
21_VN,2037,931.8162865459492,17113.40371190652
21_VN,2038,975.8794599895907,17860.646330045056
21_VN,2039,1016.5080884975537,18552.800473265645
21_VN,2040,1067.3318297997896,19405.830241515298
21_VN,2041,1111.7590853815643,20257.32394596903
21_VN,2042,1155.221132325361,21107.57160188136
21_VN,2043,1198.6510032068866,21956.954432123137
21_VN,2044,1239.7567449135247,22805.99026885588
21_VN,2045,1280.3627398847852,23655.211751656625
21_VN,2046,1321.4794059789583,24504.96707386682
21_VN,2047,1360.9381770645793,25355.652980865198
21_VN,2048,1409.3382860595461,26385.07754763872
21_VN,2049,1448.6058278027951,27239.771027706673
21_VN,2050,1495.4847310037424,28274.62195708846
21_VN,2051,0.0,
21_VN,2052,0.0,
21_VN,2053,0.0,
21_VN,2054,0.0,
21_VN,2055,0.0,
21_VN,2056,0.0,
21_VN,2057,0.0,
21_VN,2058,0.0,
21_VN,2059,0.0,
21_VN,2060,0.0,
21_VN,2061,0.0,
21_VN,2062,0.0,
21_VN,2063,0.0,
21_VN,2064,0.0,
21_VN,2065,0.0,
21_VN,2066,0.0,
21_VN,2067,0.0,
21_VN,2068,0.0,
21_VN,2069,0.0,
21_VN,2070,0.0,
