GDP_category,economy,year,unit,scenario,activity,energy,intensity
Iron & steel,05_PRC,2019,thousand tonnes,Carbon Neutral,1931221.321408772,9275.296511065619,0.004802813850615293
Iron & steel,05_PRC,2019,thousand tonnes,Reference,1931221.321408772,9275.296511065619,0.004802813850615293
Iron & steel,05_PRC,2020,thousand tonnes,Carbon Neutral,2108859.317640628,10128.458739763484,0.004802813850615274
Iron & steel,05_PRC,2020,thousand tonnes,Reference,2108859.317640628,10128.458739763484,0.004802813850615274
Iron & steel,05_PRC,2021,thousand tonnes,Carbon Neutral,2197051.5321606314,10552.029529176578,0.004802813850615269
Iron & steel,05_PRC,2021,thousand tonnes,Reference,2197297.6570642116,10554.393713368368,0.004803351826019781
Iron & steel,05_PRC,2022,thousand tonnes,Carbon Neutral,2212140.254696897,10521.056306725708,0.004756053005403711
Iron & steel,05_PRC,2022,thousand tonnes,Reference,2212884.033641927,10631.64231839979,0.004804428138469785
Iron & steel,05_PRC,2023,thousand tonnes,Carbon Neutral,2173910.801280089,10254.70985988769,0.004717171400891559
Iron & steel,05_PRC,2023,thousand tonnes,Reference,2175373.6353875897,10454.940346215464,0.0048060435118552364
Iron & steel,05_PRC,2024,thousand tonnes,Carbon Neutral,2105249.4697789047,9849.652847143227,0.0046786155220728525
Iron & steel,05_PRC,2024,thousand tonnes,Reference,2107612.6426923834,10119.05962697921,0.004801195163667529
Iron & steel,05_PRC,2025,thousand tonnes,Carbon Neutral,2037508.5560182289,9451.884766047797,0.00463894236818274
Iron & steel,05_PRC,2025,thousand tonnes,Reference,2040943.1104953827,9767.880904821279,0.00478596431943191
Iron & steel,05_PRC,2026,thousand tonnes,Carbon Neutral,1980494.451020494,9106.085194528641,0.004597884730167523
Iron & steel,05_PRC,2026,thousand tonnes,Reference,1985174.5893399492,9470.315337185255,0.004770520128576722
Iron & steel,05_PRC,2027,thousand tonnes,Carbon Neutral,1924224.556819511,8767.333634323875,0.004556294432088072
Iron & steel,05_PRC,2027,thousand tonnes,Reference,1930297.0114652351,9179.58655875357,0.004755530627789554
Iron & steel,05_PRC,2028,thousand tonnes,Carbon Neutral,1868719.6337451031,8435.218365329762,0.004513902574258682
Iron & steel,05_PRC,2028,thousand tonnes,Reference,1876315.5648971735,8895.210838852789,0.004740786147739635
Iron & steel,05_PRC,2029,thousand tonnes,Carbon Neutral,1832306.5081112552,8192.011184375253,0.00447087381292969
Iron & steel,05_PRC,2029,thousand tonnes,Reference,1841635.36781798,8704.326331113354,0.004726411364170573
Iron & steel,05_PRC,2030,thousand tonnes,Carbon Neutral,1795945.7595613413,7951.602112668085,0.004427529100105038
Iron & steel,05_PRC,2030,thousand tonnes,Reference,1807146.782037141,8516.237809530543,0.004712532426353575
Iron & steel,05_PRC,2031,thousand tonnes,Carbon Neutral,1759667.9339859553,7700.714998682263,0.004376231929872586
Iron & steel,05_PRC,2031,thousand tonnes,Reference,1772870.5873817834,8330.499243367256,0.004698876106726962
Iron & steel,05_PRC,2032,thousand tonnes,Carbon Neutral,1712656.3317197452,7406.5401823173315,0.004324592181830277
Iron & steel,05_PRC,2032,thousand tonnes,Reference,1727884.158014674,8097.250024126288,0.004686222734647887
Iron & steel,05_PRC,2033,thousand tonnes,Carbon Neutral,1673858.646039764,7151.970233564991,0.004272744446184908
Iron & steel,05_PRC,2033,thousand tonnes,Reference,1691273.599777185,7906.1694040049,0.0046746838625320525
Iron & steel,05_PRC,2034,thousand tonnes,Carbon Neutral,1635379.6641367553,6903.6477095686,0.0042214342399889936
Iron & steel,05_PRC,2034,thousand tonnes,Reference,1655074.962402207,7720.575287258782,0.004664788884276874
Iron & steel,05_PRC,2035,thousand tonnes,Carbon Neutral,1597282.3115043296,6660.982178487446,0.004170197172104219
Iron & steel,05_PRC,2035,thousand tonnes,Reference,1619342.7709200424,7540.015382574901,0.0046562194971797
Iron & steel,05_PRC,2036,thousand tonnes,Carbon Neutral,1567337.502613021,6463.378055578944,0.00412379468034382
Iron & steel,05_PRC,2036,thousand tonnes,Reference,1591961.3276590244,7406.012446562335,0.004652130876478551
Iron & steel,05_PRC,2037,thousand tonnes,Carbon Neutral,1537489.4685873403,6270.130416424611,0.004078161538358807
Iron & steel,05_PRC,2037,thousand tonnes,Reference,1564770.8765342082,7275.775176997808,0.0046497383649629475
Iron & steel,05_PRC,2038,thousand tonnes,Carbon Neutral,1507725.418095037,6081.18483368997,0.00403335034397268
Iron & steel,05_PRC,2038,thousand tonnes,Reference,1537751.494118392,7149.138542921329,0.004649085739968668
Iron & steel,05_PRC,2039,thousand tonnes,Carbon Neutral,1478018.1703096132,5895.574251075796,0.0039888374645900325
Iron & steel,05_PRC,2039,thousand tonnes,Reference,1510868.5073168292,7025.333472315568,0.0046498642590624565
Iron & steel,05_PRC,2040,thousand tonnes,Carbon Neutral,1448350.1814165867,5718.877088789934,0.003948545843517261
Iron & steel,05_PRC,2040,thousand tonnes,Reference,1484096.9034898304,6908.083871555297,0.0046547390910331035
Iron & steel,05_PRC,2041,thousand tonnes,Carbon Neutral,1425791.2098384057,5582.56209730594,0.00391541346221278
Iron & steel,05_PRC,2041,thousand tonnes,Reference,1464692.1713729908,6832.195180795065,0.00466459459149742
Iron & steel,05_PRC,2042,thousand tonnes,Carbon Neutral,1403060.240016505,5450.981362397708,0.0038850658061079296
Iron & steel,05_PRC,2042,thousand tonnes,Reference,1445205.8298443358,6759.4540857600205,0.0046771566694330914
Iron & steel,05_PRC,2043,thousand tonnes,Carbon Neutral,1380155.4656409062,5321.606747944132,0.0038558023935897135
Iron & steel,05_PRC,2043,thousand tonnes,Reference,1425630.2654161,6688.177107253732,0.004691382660357346
Iron & steel,05_PRC,2044,thousand tonnes,Carbon Neutral,1357073.9622283129,5199.453237755031,0.003831370568202148
Iron & steel,05_PRC,2044,thousand tonnes,Reference,1405956.5577802765,6621.153926918286,0.004709358827823073
Iron & steel,05_PRC,2045,thousand tonnes,Carbon Neutral,1333815.564750528,5075.752187561582,0.0038054378144184667
Iron & steel,05_PRC,2045,thousand tonnes,Reference,1386178.4708731766,6553.131030368507,0.004727480023723483
Iron & steel,05_PRC,2046,thousand tonnes,Carbon Neutral,1310385.8134141655,4949.827569639719,0.00377738183592137
Iron & steel,05_PRC,2046,thousand tonnes,Reference,1366295.5474390783,6483.741591541522,0.004745489805404365
Iron & steel,05_PRC,2047,thousand tonnes,Carbon Neutral,1286792.7391959117,4825.390331094053,0.003749935933046477
Iron & steel,05_PRC,2047,thousand tonnes,Reference,1346309.8275037082,6415.066780191042,0.00476492605872579
Iron & steel,05_PRC,2048,thousand tonnes,Carbon Neutral,1263042.635695113,4698.435381560893,0.0037199341089345873
Iron & steel,05_PRC,2048,thousand tonnes,Reference,1326221.4439647123,6344.9745249380985,0.004784249684554885
Iron & steel,05_PRC,2049,thousand tonnes,Carbon Neutral,1239142.8040361998,4577.596775286379,0.0036941640304700915
Iron & steel,05_PRC,2049,thousand tonnes,Reference,1306031.4733907515,6278.096537621603,0.004807002484650888
Iron & steel,05_PRC,2050,thousand tonnes,Carbon Neutral,1215102.3127969054,4456.030214966556,0.0036672057719236237
Iron & steel,05_PRC,2050,thousand tonnes,Reference,1285742.7490918501,6210.299825246089,0.004830126267196581
Iron & steel,06_HKC,2017,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2017,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2018,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2018,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2019,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2019,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2020,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2020,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2021,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2021,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2022,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2022,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2023,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2023,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2024,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2024,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2025,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2025,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2026,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2026,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2027,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2027,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2028,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2028,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2029,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2029,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2030,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2030,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2031,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2031,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2032,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2032,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2033,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2033,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2034,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2034,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2035,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2035,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2036,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2036,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2037,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2037,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2038,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2038,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2039,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2039,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2040,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2040,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2041,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2041,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2042,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2042,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2043,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2043,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2044,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2044,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2045,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2045,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2046,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2046,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2047,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2047,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2048,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2048,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2049,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2049,thousand tonnes,Reference,0.0,0.0,
Iron & steel,06_HKC,2050,thousand tonnes,Carbon Neutral,0.0,0.0,
Iron & steel,06_HKC,2050,thousand tonnes,Reference,0.0,0.0,
Iron & steel,07_INA,2017,thousand tonnes,Carbon Neutral,10390.156,34.749088342727745,0.003344424120554854
Iron & steel,07_INA,2017,thousand tonnes,Reference,10390.156,34.749088342727745,0.003344424120554854
Iron & steel,07_INA,2018,thousand tonnes,Carbon Neutral,12365.962,71.86427869882472,0.005811458801088401
Iron & steel,07_INA,2018,thousand tonnes,Reference,12365.962,71.86427869882472,0.005811458801088401
Iron & steel,07_INA,2019,thousand tonnes,Carbon Neutral,22800.0,111.55136934820197,0.004892603918780788
Iron & steel,07_INA,2019,thousand tonnes,Reference,22800.0,111.55136934820197,0.004892603918780788
Iron & steel,07_INA,2020,thousand tonnes,Carbon Neutral,22748.7,103.54650862330953,0.0045517549848259255
Iron & steel,07_INA,2020,thousand tonnes,Reference,22748.7,103.54650862330953,0.0045517549848259255
Iron & steel,07_INA,2021,thousand tonnes,Carbon Neutral,24793.245068799995,111.75018446309129,0.004507283502138998
Iron & steel,07_INA,2021,thousand tonnes,Reference,24796.022534399995,111.77522211284457,0.004507788374436935
Iron & steel,07_INA,2022,thousand tonnes,Carbon Neutral,26873.714434285703,119.58030554809868,0.004449712593341289
Iron & steel,07_INA,2022,thousand tonnes,Reference,26882.7500742857,119.96061909803757,0.004462364109570178
Iron & steel,07_INA,2023,thousand tonnes,Carbon Neutral,28988.64397165714,127.2743215804797,0.00439048896888446
Iron & steel,07_INA,2023,thousand tonnes,Reference,29008.15055725714,128.08523411614195,0.004415491220763059
Iron & steel,07_INA,2024,thousand tonnes,Carbon Neutral,31136.51191771428,134.81195838210633,0.004329706511069041
Iron & steel,07_INA,2024,thousand tonnes,Reference,31171.463101714282,136.1330627225472,0.004367233654651922
Iron & steel,07_INA,2025,thousand tonnes,Carbon Neutral,33315.73887085713,142.173396647571,0.00426745440641981
Iron & steel,07_INA,2025,thousand tonnes,Reference,33371.89800685713,144.08819741900962,0.004317650658928747
Iron & steel,07_INA,2026,thousand tonnes,Carbon Neutral,35524.687791085715,149.34065005474343,0.0042038553845424025
Iron & steel,07_INA,2026,thousand tonnes,Reference,35608.636752685714,151.9361988265169,0.004266835596143888
Iron & steel,07_INA,2027,thousand tonnes,Carbon Neutral,37761.664,156.29642104145546,0.004139023668063343
Iron & steel,07_INA,2027,thousand tonnes,Reference,37880.831999999995,159.66292465829972,0.004214873756159837
Iron & steel,07_INA,2028,thousand tonnes,Carbon Neutral,37693.568,153.52945448792846,0.004073094234218646
Iron & steel,07_INA,2028,thousand tonnes,Reference,37846.784,157.5134790649744,0.004161872223145153
Iron & steel,07_INA,2029,thousand tonnes,Carbon Neutral,37616.96,150.7019515090327,0.004006223562697058
Iron & steel,07_INA,2029,thousand tonnes,Reference,37808.479999999996,155.31576591929002,0.004107961121930584
Iron & steel,07_INA,2030,thousand tonnes,Carbon Neutral,37531.84,147.83132963742517,0.003938824465771601
Iron & steel,07_INA,2030,thousand tonnes,Reference,37765.92,153.07507476325765,0.004053259519780205
Iron & steel,07_INA,2031,thousand tonnes,Carbon Neutral,39310.1184,152.7605047681218,0.003886035224155463
Iron & steel,07_INA,2031,thousand tonnes,Reference,39605.0592,158.9504562896943,0.004013387670676535
Iron & steel,07_INA,2032,thousand tonnes,Carbon Neutral,41069.6704,157.3925473537485,0.0038323304234199186
Iron & steel,07_INA,2032,thousand tonnes,Reference,41434.8352,164.59615541088283,0.003972410041367386
Iron & steel,07_INA,2033,thousand tonnes,Carbon Neutral,42809.2192,161.7261101307329,0.003777833680524893
Iron & steel,07_INA,2033,thousand tonnes,Reference,43254.609599999996,170.00960934494643,0.003930439111972622
Iron & steel,07_INA,2034,thousand tonnes,Carbon Neutral,44527.48799999999,165.76098152088122,0.0037226663565858745
Iron & steel,07_INA,2034,thousand tonnes,Reference,45063.74399999999,175.1892090590535,0.003887586638585856
Iron & steel,07_INA,2035,thousand tonnes,Carbon Neutral,46223.19999999999,169.49814569208323,0.0036669496203656014
Iron & steel,07_INA,2035,thousand tonnes,Reference,46861.59999999999,180.1343890592546,0.0038439658282955476
Iron & steel,07_INA,2036,thousand tonnes,Carbon Neutral,46672.36682162459,169.7959555326712,0.003638040388686696
Iron & steel,07_INA,2036,thousand tonnes,Reference,47405.618079367465,181.4853969771985,0.003828352088424454
Iron & steel,07_INA,2037,thousand tonnes,Carbon Neutral,47134.68469351218,170.0546225015063,0.0036078447030518344
Iron & steel,07_INA,2037,thousand tonnes,Reference,47971.048511179295,182.8364048951433,0.003811390631841925
Iron & steel,07_INA,2038,thousand tonnes,Carbon Neutral,47610.956690188475,170.27360007590912,0.0035763532580095916
Iron & steel,07_INA,2038,thousand tonnes,Reference,48559.120187312816,184.18741281308724,0.003793054983339884
Iron & steel,07_INA,2039,thousand tonnes,Carbon Neutral,48101.810721445414,170.4523264751364,0.0035435740135067928
Iron & steel,07_INA,2039,thousand tonnes,Reference,49170.91847979306,185.5384207310318,0.0037733364856155655
Iron & steel,07_INA,2040,thousand tonnes,Carbon Neutral,48608.029463148305,170.59022430116931,0.003509507095540678
Iron & steel,07_INA,2040,thousand tonnes,Reference,49807.72394452555,186.88942864897595,0.003752217805758966
Iron & steel,07_INA,2041,thousand tonnes,Carbon Neutral,48764.88010469647,170.6867001865133,0.003500197269429454
Iron & steel,07_INA,2041,thousand tonnes,Reference,50095.3699492835,188.24043656692066,0.0037576414099246115
Iron & steel,07_INA,2042,thousand tonnes,Carbon Neutral,48934.586940694695,170.74114444893985,0.0034891710571883687
Iron & steel,07_INA,2042,thousand tonnes,Reference,50404.500327715476,189.5914444848653,0.0037613991459531705
Iron & steel,07_INA,2043,thousand tonnes,Carbon Neutral,49118.46039750578,170.75293075311436,0.0034763494085776584
Iron & steel,07_INA,2043,thousand tonnes,Reference,50736.866589742334,190.9424524028096,0.003763386768575361
Iron & steel,07_INA,2044,thousand tonnes,Carbon Neutral,49317.693284344394,170.72141577903383,0.003461666684099119
Iron & steel,07_INA,2044,thousand tonnes,Reference,51094.14535805149,192.29346032075358,0.0037635126093845442
Iron & steel,07_INA,2045,thousand tonnes,Carbon Neutral,49533.50012898082,170.64593889721527,0.003445061189959693
Iron & steel,07_INA,2045,thousand tonnes,Reference,51478.085336805365,193.6444682386983,0.003761687463155278
Iron & steel,07_INA,2046,thousand tonnes,Carbon Neutral,49767.09052964963,170.52582185056724,0.0034264776187583933
Iron & steel,07_INA,2046,thousand tonnes,Reference,51890.48408765592,194.99547615664318,0.0037578272699720313
Iron & steel,07_INA,2047,thousand tonnes,Carbon Neutral,50019.47636405576,170.36036844288603,0.0034058806854145285
Iron & steel,07_INA,2047,thousand tonnes,Reference,52332.990810624295,196.34648407458752,0.0037518682007894447
Iron & steel,07_INA,2048,thousand tonnes,Carbon Neutral,50291.65587568522,170.1374138158593,0.0033830147537082106
Iron & steel,07_INA,2048,thousand tonnes,Reference,52807.3008700301,197.69749199253135,0.0037437530177712843
Iron & steel,07_INA,2049,thousand tonnes,Carbon Neutral,50584.22820089326,169.85632323444108,0.003357890972653836
Iron & steel,07_INA,2049,thousand tonnes,Reference,53314.75425782858,199.04849991047627,0.0037334599527155954
Iron & steel,07_INA,2050,thousand tonnes,Carbon Neutral,50897.58644777382,169.50508527372267,0.0033303167616337247
Iron & steel,07_INA,2050,thousand tonnes,Reference,53856.53704408575,200.39950782842055,0.003720987624294856
Iron & steel,08_JPN,2017,thousand tonnes,Carbon Neutral,209322.174,914.0188426200001,0.004366564827575315
Iron & steel,08_JPN,2017,thousand tonnes,Reference,209322.174,914.0188426200001,0.004366564827575315
Iron & steel,08_JPN,2018,thousand tonnes,Carbon Neutral,208637.672,896.218746156,0.004295574895774336
Iron & steel,08_JPN,2018,thousand tonnes,Reference,208637.672,896.218746156,0.004295574895774336
Iron & steel,08_JPN,2019,thousand tonnes,Carbon Neutral,198568.0,855.6054313434792,0.004308878728412831
Iron & steel,08_JPN,2019,thousand tonnes,Reference,198568.0,855.6054313434792,0.004308878728412831
Iron & steel,08_JPN,2020,thousand tonnes,Carbon Neutral,166400.0,716.9974204078952,0.004308878728412832
Iron & steel,08_JPN,2020,thousand tonnes,Reference,166400.0,716.9974204078952,0.004308878728412832
Iron & steel,08_JPN,2021,thousand tonnes,Carbon Neutral,197471.38203039728,850.8802375010623,0.0043088787284128295
Iron & steel,08_JPN,2021,thousand tonnes,Reference,197493.50378045673,851.0708773775948,0.00430936137688704
Iron & steel,08_JPN,2022,thousand tonnes,Carbon Neutral,199736.1475242952,851.3525864923515,0.004262386138136543
Iron & steel,08_JPN,2022,thousand tonnes,Reference,199803.3039990144,861.2175755733475,0.004310326998284251
Iron & steel,08_JPN,2023,thousand tonnes,Carbon Neutral,202039.58468669848,858.5853214370524,0.004249589617640797
Iron & steel,08_JPN,2023,thousand tonnes,Reference,202175.53800887294,871.7356815098211,0.004311776242047457
Iron & steel,08_JPN,2024,thousand tonnes,Carbon Neutral,204372.20522666487,865.7402337355074,0.004236095768381681
Iron & steel,08_JPN,2024,thousand tonnes,Reference,204601.61597659858,882.592053980914,0.004313710083706577
Iron & steel,08_JPN,2025,thousand tonnes,Carbon Neutral,206726.0629364168,872.9069978385958,0.004222529977301786
Iron & steel,08_JPN,2025,thousand tonnes,Reference,207074.5335835243,893.7605707128464,0.0043161298265213515
Iron & steel,08_JPN,2026,thousand tonnes,Carbon Neutral,209093.49223416744,880.4543478024428,0.004210816598808378
Iron & steel,08_JPN,2026,thousand tonnes,Reference,209587.60443167933,905.216640011969,0.004319037103680664
Iron & steel,08_JPN,2027,thousand tonnes,Carbon Neutral,211466.0658964557,888.0275308515482,0.004199385499923996
Iron & steel,08_JPN,2027,thousand tonnes,Reference,212133.40905539988,916.9326346066366,0.0043224338810638465
Iron & steel,08_JPN,2028,thousand tonnes,Carbon Neutral,211562.50261264396,886.1322495436442,0.0041885127969302285
Iron & steel,08_JPN,2028,thousand tonnes,Reference,212422.4572977589,919.0080481375792,0.004326322460573828
Iron & steel,08_JPN,2029,thousand tonnes,Carbon Neutral,211628.08511467968,883.2583777492091,0.004173634975105397
Iron & steel,08_JPN,2029,thousand tonnes,Reference,212705.55152507444,921.165098478037,0.004330705484052432
Iron & steel,08_JPN,2030,thousand tonnes,Carbon Neutral,211641.7722380433,880.0351570400416,0.004158135455652041
Iron & steel,08_JPN,2030,thousand tonnes,Reference,212961.74765213125,923.313958407676,0.004335585937789592
Iron & steel,08_JPN,2031,thousand tonnes,Carbon Neutral,210468.33981847265,871.6346341620009,0.004141404996655455
Iron & steel,08_JPN,2031,thousand tonnes,Reference,212047.46761170597,920.4910927635917,0.004340967157642096
Iron & steel,08_JPN,2032,thousand tonnes,Carbon Neutral,209176.67686751104,862.3727657108922,0.004122700382400206
Iron & steel,08_JPN,2032,thousand tonnes,Reference,211036.5398425251,917.3447814560992,0.004346852834777425
Iron & steel,08_JPN,2033,thousand tonnes,Carbon Neutral,207773.17733710175,852.4437338376056,0.004102761216644233
Iron & steel,08_JPN,2033,thousand tonnes,Reference,209934.86541020364,913.8983276738829,0.004353247022061653
Iron & steel,08_JPN,2034,thousand tonnes,Carbon Neutral,206263.2662948141,842.1498539704412,0.004082888189924949
Iron & steel,08_JPN,2034,thousand tonnes,Reference,208747.34790593467,910.1706134182683,0.0043601541411122866
Iron & steel,08_JPN,2035,thousand tonnes,Carbon Neutral,204653.46629299212,831.5853164992967,0.004063382514658988
Iron & steel,08_JPN,2035,thousand tonnes,Reference,207479.98572222784,906.1852207108744,0.004367578962165856
Iron & steel,08_JPN,2036,thousand tonnes,Carbon Neutral,202949.23420888168,820.6233043782786,0.004043490519080587
Iron & steel,08_JPN,2036,thousand tonnes,Reference,206137.69006350668,901.9609185043408,0.004375526465958096
Iron & steel,08_JPN,2037,thousand tonnes,Carbon Neutral,201157.3623634808,809.1096689693453,0.004022272212474762
Iron & steel,08_JPN,2037,thousand tonnes,Reference,204726.72409003385,897.5223085323238,0.004384001710190094
Iron & steel,08_JPN,2038,thousand tonnes,Carbon Neutral,199283.55322213407,797.1776696255265,0.004000218064844226
Iron & steel,08_JPN,2038,thousand tonnes,Reference,203252.24874682206,892.8890983043075,0.0043930096902225204
Iron & steel,08_JPN,2039,thousand tonnes,Carbon Neutral,197334.21322859408,784.5936322960351,0.003975963516205643
Iron & steel,08_JPN,2039,thousand tonnes,Reference,201720.15078865478,888.0840938789472,0.004402555175607648
Iron & steel,08_JPN,2040,thousand tonnes,Carbon Neutral,195318.11522817536,769.498887671349,0.003939721038022519
Iron & steel,08_JPN,2040,thousand tonnes,Reference,200138.76044955582,883.1830130670995,0.004412853417715168
Iron & steel,08_JPN,2041,thousand tonnes,Carbon Neutral,193078.69986504593,754.8225352225809,0.003909403449216153
Iron & steel,08_JPN,2041,thousand tonnes,Reference,198346.61498808075,877.4683082174961,0.004423913704149808
Iron & steel,08_JPN,2042,thousand tonnes,Carbon Neutral,190801.90399094496,740.224738555462,0.0038795458696816326
Iron & steel,08_JPN,2042,thousand tonnes,Reference,196533.27500027308,871.7709370090481,0.00443574217652373
Iron & steel,08_JPN,2043,thousand tonnes,Carbon Neutral,188501.14390502076,725.5400748450337,0.003848995607212911
Iron & steel,08_JPN,2043,thousand tonnes,Reference,194712.0759267225,866.1467569527697,0.004448346374154695
Iron & steel,08_JPN,2044,thousand tonnes,Carbon Neutral,186189.56053808777,711.0575089631157,0.003818997729562064
Iron & steel,08_JPN,2044,thousand tonnes,Reference,192896.217092633,860.6516393807898,0.004461734150895691
Iron & steel,08_JPN,2045,thousand tonnes,Carbon Neutral,183879.41353115856,696.8526856155905,0.0037897264964764973
Iron & steel,08_JPN,2045,thousand tonnes,Reference,191098.14805718773,855.3388167300168,0.004475913688467821
Iron & steel,08_JPN,2046,thousand tonnes,Carbon Neutral,181581.14729380648,682.3822886199421,0.0037580018564141835
Iron & steel,08_JPN,2046,thousand tonnes,Reference,189328.60116976395,850.2545863615488,0.0044908935105856355
Iron & steel,08_JPN,2047,thousand tonnes,Carbon Neutral,179308.64534100058,669.7205732000745,0.0037350155198954964
Iron & steel,08_JPN,2047,thousand tonnes,Reference,187602.07765068265,845.4629999227499,0.0045066824979252745
Iron & steel,08_JPN,2048,thousand tonnes,Carbon Neutral,177070.84847645686,658.1664763644624,0.003716966863983664
Iron & steel,08_JPN,2048,thousand tonnes,Reference,185928.130780211,841.0068368257935,0.004523289903989638
Iron & steel,08_JPN,2049,thousand tonnes,Carbon Neutral,174874.7831556377,646.9580469812969,0.003699550245649239
Iron & steel,08_JPN,2049,thousand tonnes,Reference,184314.48736958773,836.921469213161,0.004540725371928928
Iron & steel,08_JPN,2050,thousand tonnes,Carbon Neutral,172723.48791629184,636.1148518409856,0.0036828508937317792
Iron & steel,08_JPN,2050,thousand tonnes,Reference,182764.8337488965,833.1849799163513,0.00455878170228895
Iron & steel,09_ROK,2017,thousand tonnes,Carbon Neutral,142059.988,462.84362244,0.0032580857492399617
Iron & steel,09_ROK,2017,thousand tonnes,Reference,142059.988,462.84362244,0.0032580857492399617
Iron & steel,09_ROK,2018,thousand tonnes,Carbon Neutral,144928.078,497.72439752400004,0.0034342855048695256
Iron & steel,09_ROK,2018,thousand tonnes,Reference,144928.078,497.72439752400004,0.0034342855048695256
