GDP_category,economy,year,unit,scenario,activity,energy,intensity
Mining,06_HKC,2024,GVA millions USD,Reference,100.38385915468636,0.0,0.0
Mining,06_HKC,2025,GVA millions USD,Carbon Neutral,102.79802984949112,0.0,0.0
Mining,06_HKC,2025,GVA millions USD,Reference,102.79802984949112,0.0,0.0
Mining,06_HKC,2026,GVA millions USD,Carbon Neutral,104.89790390899536,0.0,0.0
Mining,06_HKC,2026,GVA millions USD,Reference,104.89790390899536,0.0,0.0
Mining,06_HKC,2027,GVA millions USD,Carbon Neutral,107.1595980857202,0.0,0.0
Mining,06_HKC,2027,GVA millions USD,Reference,107.1595980857202,0.0,0.0
Mining,06_HKC,2028,GVA millions USD,Carbon Neutral,107.71470891276266,0.0,0.0
Mining,06_HKC,2028,GVA millions USD,Reference,107.71470891276266,0.0,0.0
Mining,06_HKC,2029,GVA millions USD,Carbon Neutral,108.2809063449887,0.0,0.0
Mining,06_HKC,2029,GVA millions USD,Reference,108.2809063449887,0.0,0.0
Mining,06_HKC,2030,GVA millions USD,Carbon Neutral,109.11705937944272,0.0,0.0
Mining,06_HKC,2030,GVA millions USD,Reference,109.11705937944272,0.0,0.0
Mining,06_HKC,2031,GVA millions USD,Carbon Neutral,109.80070982674472,0.0,0.0
Mining,06_HKC,2031,GVA millions USD,Reference,109.80070982674472,0.0,0.0
Mining,06_HKC,2032,GVA millions USD,Carbon Neutral,110.75263044274496,0.0,0.0
Mining,06_HKC,2032,GVA millions USD,Reference,110.75263044274496,0.0,0.0
Mining,06_HKC,2033,GVA millions USD,Carbon Neutral,111.73538830204322,0.0,0.0
Mining,06_HKC,2033,GVA millions USD,Reference,111.73538830204322,0.0,0.0
Mining,06_HKC,2034,GVA millions USD,Carbon Neutral,112.71587070532848,0.0,0.0
Mining,06_HKC,2034,GVA millions USD,Reference,112.71587070532848,0.0,0.0
Mining,06_HKC,2035,GVA millions USD,Carbon Neutral,113.87181928938844,0.0,0.0
Mining,06_HKC,2035,GVA millions USD,Reference,113.87181928938844,0.0,0.0
Mining,06_HKC,2036,GVA millions USD,Carbon Neutral,114.7894865805507,0.0,0.0
Mining,06_HKC,2036,GVA millions USD,Reference,114.7894865805507,0.0,0.0
Mining,06_HKC,2037,GVA millions USD,Carbon Neutral,115.87838937693137,0.0,0.0
Mining,06_HKC,2037,GVA millions USD,Reference,115.87838937693137,0.0,0.0
Mining,06_HKC,2038,GVA millions USD,Carbon Neutral,116.93703767249396,0.0,0.0
Mining,06_HKC,2038,GVA millions USD,Reference,116.93703767249396,0.0,0.0
Mining,06_HKC,2039,GVA millions USD,Carbon Neutral,117.9692032048991,0.0,0.0
Mining,06_HKC,2039,GVA millions USD,Reference,117.9692032048991,0.0,0.0
Mining,06_HKC,2040,GVA millions USD,Carbon Neutral,118.97688877112893,0.0,0.0
Mining,06_HKC,2040,GVA millions USD,Reference,118.97688877112893,0.0,0.0
Mining,06_HKC,2041,GVA millions USD,Carbon Neutral,120.14555050673611,0.0,0.0
Mining,06_HKC,2041,GVA millions USD,Reference,120.14555050673611,0.0,0.0
Mining,06_HKC,2042,GVA millions USD,Carbon Neutral,121.09271338988934,0.0,0.0
Mining,06_HKC,2042,GVA millions USD,Reference,121.09271338988934,0.0,0.0
Mining,06_HKC,2043,GVA millions USD,Carbon Neutral,122.18953365358988,0.0,0.0
Mining,06_HKC,2043,GVA millions USD,Reference,122.18953365358988,0.0,0.0
Mining,06_HKC,2044,GVA millions USD,Carbon Neutral,123.24517085028532,0.0,0.0
Mining,06_HKC,2044,GVA millions USD,Reference,123.24517085028532,0.0,0.0
Mining,06_HKC,2045,GVA millions USD,Carbon Neutral,124.07868115555372,0.0,0.0
Mining,06_HKC,2045,GVA millions USD,Reference,124.07868115555372,0.0,0.0
Mining,06_HKC,2046,GVA millions USD,Carbon Neutral,125.4008563273318,0.0,0.0
Mining,06_HKC,2046,GVA millions USD,Reference,125.4008563273318,0.0,0.0
Mining,06_HKC,2047,GVA millions USD,Carbon Neutral,126.49144415875048,0.0,0.0
Mining,06_HKC,2047,GVA millions USD,Reference,126.49144415875048,0.0,0.0
Mining,06_HKC,2048,GVA millions USD,Carbon Neutral,127.69695983642713,0.0,0.0
Mining,06_HKC,2048,GVA millions USD,Reference,127.69695983642713,0.0,0.0
Mining,06_HKC,2049,GVA millions USD,Carbon Neutral,128.8356688389614,0.0,0.0
Mining,06_HKC,2049,GVA millions USD,Reference,128.8356688389614,0.0,0.0
Mining,06_HKC,2050,GVA millions USD,Carbon Neutral,129.902569457968,0.0,0.0
Mining,06_HKC,2050,GVA millions USD,Reference,129.902569457968,0.0,0.0
Mining,07_INA,2017,GVA millions USD,Carbon Neutral,22304.58777,0.0,0.0
Mining,07_INA,2017,GVA millions USD,Reference,22304.58777,0.0,0.0
Mining,07_INA,2018,GVA millions USD,Carbon Neutral,22486.64788,0.0,0.0
Mining,07_INA,2018,GVA millions USD,Reference,22486.64788,0.0,0.0
Mining,07_INA,2019,GVA millions USD,Carbon Neutral,23353.16696951158,0.0,0.0
Mining,07_INA,2019,GVA millions USD,Reference,23353.16696951158,0.0,0.0
Mining,07_INA,2020,GVA millions USD,Carbon Neutral,21440.249953807222,0.0,0.0
Mining,07_INA,2020,GVA millions USD,Reference,21440.249953807222,0.0,0.0
Mining,07_INA,2021,GVA millions USD,Carbon Neutral,23299.41559154348,0.0,0.0
Mining,07_INA,2021,GVA millions USD,Reference,23299.41559154348,0.0,0.0
Mining,07_INA,2022,GVA millions USD,Carbon Neutral,24484.86888305912,0.0,0.0
Mining,07_INA,2022,GVA millions USD,Reference,24484.86888305912,0.0,0.0
Mining,07_INA,2023,GVA millions USD,Carbon Neutral,25707.436895426297,0.0,0.0
Mining,07_INA,2023,GVA millions USD,Reference,25707.436895426297,0.0,0.0
Mining,07_INA,2024,GVA millions USD,Carbon Neutral,26974.495810294105,0.0,0.0
Mining,07_INA,2024,GVA millions USD,Reference,26974.495810294105,0.0,0.0
Mining,07_INA,2025,GVA millions USD,Carbon Neutral,28291.700878636697,0.0,0.0
Mining,07_INA,2025,GVA millions USD,Reference,28291.700878636697,0.0,0.0
Mining,07_INA,2026,GVA millions USD,Carbon Neutral,29661.021402172733,0.0,0.0
Mining,07_INA,2026,GVA millions USD,Reference,29661.021402172733,0.0,0.0
Mining,07_INA,2027,GVA millions USD,Carbon Neutral,31083.37044738257,0.0,0.0
Mining,07_INA,2027,GVA millions USD,Reference,31083.37044738257,0.0,0.0
Mining,07_INA,2028,GVA millions USD,Carbon Neutral,32197.711596759,0.0,0.0
Mining,07_INA,2028,GVA millions USD,Reference,32197.711596759,0.0,0.0
Mining,07_INA,2029,GVA millions USD,Carbon Neutral,33343.59989029943,0.0,0.0
Mining,07_INA,2029,GVA millions USD,Reference,33343.59989029943,0.0,0.0
Mining,07_INA,2030,GVA millions USD,Carbon Neutral,34520.65297291373,0.0,0.0
Mining,07_INA,2030,GVA millions USD,Reference,34520.65297291373,0.0,0.0
Mining,07_INA,2031,GVA millions USD,Carbon Neutral,35728.93453448742,0.0,0.0
Mining,07_INA,2031,GVA millions USD,Reference,35728.93453448742,0.0,0.0
Mining,07_INA,2032,GVA millions USD,Carbon Neutral,36971.83173967464,0.0,0.0
Mining,07_INA,2032,GVA millions USD,Reference,36971.83173967464,0.0,0.0
Mining,07_INA,2033,GVA millions USD,Carbon Neutral,38250.34229242299,0.0,0.0
Mining,07_INA,2033,GVA millions USD,Reference,38250.34229242299,0.0,0.0
Mining,07_INA,2034,GVA millions USD,Carbon Neutral,39565.68938220905,0.0,0.0
Mining,07_INA,2034,GVA millions USD,Reference,39565.68938220905,0.0,0.0
Mining,07_INA,2035,GVA millions USD,Carbon Neutral,40919.17553211493,0.0,0.0
Mining,07_INA,2035,GVA millions USD,Reference,40919.17553211493,0.0,0.0
Mining,07_INA,2036,GVA millions USD,Carbon Neutral,42311.11104143269,0.0,0.0
Mining,07_INA,2036,GVA millions USD,Reference,42311.11104143269,0.0,0.0
Mining,07_INA,2037,GVA millions USD,Carbon Neutral,43741.16719549056,0.0,0.0
Mining,07_INA,2037,GVA millions USD,Reference,43741.16719549056,0.0,0.0
Mining,07_INA,2038,GVA millions USD,Carbon Neutral,45211.37207087193,0.0,0.0
Mining,07_INA,2038,GVA millions USD,Reference,45211.37207087193,0.0,0.0
Mining,07_INA,2039,GVA millions USD,Carbon Neutral,46721.6496197918,0.0,0.0
Mining,07_INA,2039,GVA millions USD,Reference,46721.6496197918,0.0,0.0
Mining,07_INA,2040,GVA millions USD,Carbon Neutral,48271.76056461453,0.0,0.0
Mining,07_INA,2040,GVA millions USD,Reference,48271.76056461453,0.0,0.0
Mining,07_INA,2041,GVA millions USD,Carbon Neutral,49862.00737123228,0.0,0.0
Mining,07_INA,2041,GVA millions USD,Reference,49862.00737123228,0.0,0.0
Mining,07_INA,2042,GVA millions USD,Carbon Neutral,51492.61694533454,0.0,0.0
Mining,07_INA,2042,GVA millions USD,Reference,51492.61694533454,0.0,0.0
Mining,07_INA,2043,GVA millions USD,Carbon Neutral,53164.09278420654,0.0,0.0
Mining,07_INA,2043,GVA millions USD,Reference,53164.09278420654,0.0,0.0
Mining,07_INA,2044,GVA millions USD,Carbon Neutral,54875.93139751408,0.0,0.0
Mining,07_INA,2044,GVA millions USD,Reference,54875.93139751408,0.0,0.0
Mining,07_INA,2045,GVA millions USD,Carbon Neutral,56624.01425849941,0.0,0.0
Mining,07_INA,2045,GVA millions USD,Reference,56624.01425849941,0.0,0.0
Mining,07_INA,2046,GVA millions USD,Carbon Neutral,58404.1658820442,0.0,0.0
Mining,07_INA,2046,GVA millions USD,Reference,58404.1658820442,0.0,0.0
Mining,07_INA,2047,GVA millions USD,Carbon Neutral,60215.121102714606,0.0,0.0
Mining,07_INA,2047,GVA millions USD,Reference,60215.121102714606,0.0,0.0
Mining,07_INA,2048,GVA millions USD,Carbon Neutral,62056.963408225296,0.0,0.0
Mining,07_INA,2048,GVA millions USD,Reference,62056.963408225296,0.0,0.0
Mining,07_INA,2049,GVA millions USD,Carbon Neutral,63929.79273305458,0.0,0.0
Mining,07_INA,2049,GVA millions USD,Reference,63929.79273305458,0.0,0.0
Mining,07_INA,2050,GVA millions USD,Carbon Neutral,65833.54945180948,0.0,0.0
Mining,07_INA,2050,GVA millions USD,Reference,65833.54945180948,0.0,0.0
Mining,08_JPN,2017,GVA millions USD,Carbon Neutral,1516.729256,11.875565124,0.007829719824432528
Mining,08_JPN,2017,GVA millions USD,Reference,1516.729256,11.875565124,0.007829719824432528
Mining,08_JPN,2018,GVA millions USD,Carbon Neutral,1486.953052,11.799490968,0.007935348699899638
Mining,08_JPN,2018,GVA millions USD,Reference,1486.953052,11.799490968,0.007935348699899638
Mining,08_JPN,2019,GVA millions USD,Carbon Neutral,1501.397142648029,11.914109863944997,0.00793534869989959
Mining,08_JPN,2019,GVA millions USD,Reference,1501.397142648029,11.914109863944997,0.00793534869989959
Mining,08_JPN,2020,GVA millions USD,Carbon Neutral,1307.3650952829785,10.374397909147882,0.007935348699899586
Mining,08_JPN,2020,GVA millions USD,Reference,1307.3650952829785,10.374397909147882,0.007935348699899586
Mining,08_JPN,2021,GVA millions USD,Carbon Neutral,1352.977644827484,10.736349394875017,0.007935348699899614
Mining,08_JPN,2021,GVA millions USD,Reference,1352.977644827484,10.736349394875017,0.007935348699899614
Mining,08_JPN,2022,GVA millions USD,Carbon Neutral,1367.6974014882087,10.743898421325717,0.007855464527193769
Mining,08_JPN,2022,GVA millions USD,Reference,1367.6974014882087,10.79884509231382,0.00789563910888729
Mining,08_JPN,2023,GVA millions USD,Carbon Neutral,1384.2141322345071,10.762671088705357,0.007775293459351847
Mining,08_JPN,2023,GVA millions USD,Reference,1384.2141322345071,10.874472339003214,0.007856062213039819
Mining,08_JPN,2024,GVA millions USD,Carbon Neutral,1402.953821919768,10.795452077137634,0.0076948021442112755
Mining,08_JPN,2024,GVA millions USD,Reference,1402.953821919768,10.966352757307718,0.007816617044673378
Mining,08_JPN,2025,GVA millions USD,Carbon Neutral,1423.7726974911895,10.840550360075298,0.0076139613993001015
Mining,08_JPN,2025,GVA millions USD,Reference,1423.7726974911895,11.07311118758658,0.007777302660107444
Mining,08_JPN,2026,GVA millions USD,Carbon Neutral,1446.4157106544174,10.895482220638522,0.007532746042774219
Mining,08_JPN,2026,GVA millions USD,Reference,1446.4157106544174,11.19253564749669,0.007738118139240019
Mining,08_JPN,2027,GVA millions USD,Carbon Neutral,1470.4929515530305,10.956841100057511,0.007451134728993888
Mining,08_JPN,2027,GVA millions USD,Reference,1470.4929515530305,11.321417264996944,0.0076990625851283846
Mining,08_JPN,2028,GVA millions USD,Carbon Neutral,1479.880467771309,10.90540164106568,0.007369109788636611
Mining,08_JPN,2028,GVA millions USD,Reference,1479.880467771309,11.336084349868052,0.007660135123575302
Mining,08_JPN,2029,GVA millions USD,Carbon Neutral,1489.959872979554,10.856826647299084,0.007286657073245936
Mining,08_JPN,2029,GVA millions USD,Reference,1489.959872979554,11.355483183592945,0.007621334902721082
Mining,08_JPN,2030,GVA millions USD,Carbon Neutral,1500.4920583604894,10.809193379364793,0.007203765804115913
Mining,08_JPN,2030,GVA millions USD,Reference,1500.4920583604894,11.377722750745523,0.0075826610926400875
Mining,08_JPN,2031,GVA millions USD,Carbon Neutral,1511.2751329640787,10.760926415381832,0.00712042842541604
Mining,08_JPN,2031,GVA millions USD,Reference,1511.2751329640787,11.401230203289154,0.007544112884943597
Mining,08_JPN,2032,GVA millions USD,Carbon Neutral,1522.2677967487823,10.71165117177974,0.007036640461459798
Mining,08_JPN,2032,GVA millions USD,Reference,1522.2677967487823,11.425669406656588,0.007505689492387094
Mining,08_JPN,2033,GVA millions USD,Carbon Neutral,1533.32509552293,10.660289973748213,0.006952400378024593
Mining,08_JPN,2033,GVA millions USD,Reference,1533.32509552293,11.449936712729862,0.007467390148483117
Mining,08_JPN,2034,GVA millions USD,Carbon Neutral,1544.3614175379332,10.606225497782553,0.0068677094476313144
Mining,08_JPN,2034,GVA millions USD,Reference,1544.3614175379332,11.473391629663482,0.0074292141071192405
Mining,08_JPN,2035,GVA millions USD,Carbon Neutral,1555.3423371576316,10.549220793358142,0.00678257161869374
Mining,08_JPN,2035,GVA millions USD,Reference,1555.3423371576316,11.495785067517474,0.007391160642181113
Mining,08_JPN,2036,GVA millions USD,Carbon Neutral,1566.26448480688,10.48926289931542,0.006696993388449808
Mining,08_JPN,2036,GVA millions USD,Reference,1566.26448480688,11.517101505248867,0.007353229047180318
Mining,08_JPN,2037,GVA millions USD,Carbon Neutral,1576.957594540086,10.425240920908209,0.0066109836795888565
Mining,08_JPN,2037,GVA millions USD,Reference,1576.957594540086,11.5361049735258,0.00731541863488743
Mining,08_JPN,2038,GVA millions USD,Carbon Neutral,1587.3994352975233,10.357072891474527,0.0065245537204902185
Mining,08_JPN,2038,GVA millions USD,Reference,1587.3994352975233,11.552662487314777,0.0072777287369700265
Mining,08_JPN,2039,GVA millions USD,Carbon Neutral,1597.56862629617,10.284694590730103,0.00643771692898997
Mining,08_JPN,2039,GVA millions USD,Reference,1597.56862629617,11.566650394332754,0.007240158703635206
Mining,08_JPN,2040,GVA millions USD,Carbon Neutral,1607.4584268743258,10.208146735680394,0.006350488799595242
Mining,08_JPN,2040,GVA millions USD,Reference,1607.4584268743258,11.57805351543733,0.007202707903277255
Mining,08_JPN,2041,GVA millions USD,Carbon Neutral,1617.074552911806,10.127554862451905,0.006262886794066232
Mining,08_JPN,2041,GVA millions USD,Reference,1617.074552911806,11.586946742308587,0.007165375722130067
Mining,08_JPN,2042,GVA millions USD,Carbon Neutral,1626.389249335508,10.042840150068482,0.006174930235287569
Mining,08_JPN,2042,GVA millions USD,Reference,1626.389249335508,11.593165335092458,0.0071281615639239276
Mining,08_JPN,2043,GVA millions USD,Carbon Neutral,1635.3278206764808,9.953652060626887,0.006086640204353272
Mining,08_JPN,2043,GVA millions USD,Reference,1635.3278206764808,11.596215626685886,0.007091064849547363
Mining,08_JPN,2044,GVA millions USD,Carbon Neutral,1643.80291574615,9.85959472153035,0.005998039440789599
Mining,08_JPN,2044,GVA millions USD,Reference,1643.80291574615,11.59552551839434,0.0070540850167131715
Mining,08_JPN,2045,GVA millions USD,Carbon Neutral,1651.765688694138,9.760534928953543,0.005909152245843102
Mining,08_JPN,2045,GVA millions USD,Reference,1651.765688694138,11.590805736089997,0.00701722151962941
Mining,08_JPN,2046,GVA millions USD,Carbon Neutral,1659.2446997152958,9.656811434372012,0.005820004388761338
Mining,08_JPN,2046,GVA millions USD,Reference,1659.2446997152958,11.582314201729845,0.006980473828674707
Mining,08_JPN,2047,GVA millions USD,Carbon Neutral,1666.1567571500216,9.548116260780796,0.005730623015995775
Mining,08_JPN,2047,GVA millions USD,Reference,1666.1567571500216,11.569528319302373,0.006943841430077787
Mining,08_JPN,2048,GVA millions USD,Carbon Neutral,1672.6358455789352,9.435399961926889,0.0056410365632580915
Mining,08_JPN,2048,GVA millions USD,Reference,1672.6358455789352,11.553437427722859,0.00690732382560172
Mining,08_JPN,2049,GVA millions USD,Carbon Neutral,1678.8742821920312,9.319892277454816,0.005551274670362005
Mining,08_JPN,2049,GVA millions USD,Reference,1678.8742821920312,11.535411776550351,0.006870920532232514
Mining,08_JPN,2050,GVA millions USD,Carbon Neutral,1685.092491248645,9.202910375205633,0.005461368098783897
Mining,08_JPN,2050,GVA millions USD,Reference,1685.092491248645,11.516985516516542,0.006834631081871662
Mining,09_ROK,2017,GVA millions USD,Carbon Neutral,1825.933058,8.038111716000003,0.004402194089636775
Mining,09_ROK,2017,GVA millions USD,Reference,1825.933058,8.038111716000003,0.004402194089636775
Mining,09_ROK,2018,GVA millions USD,Carbon Neutral,1840.745211,8.040875004,0.004368271586936102
Mining,09_ROK,2018,GVA millions USD,Reference,1840.745211,8.040875004,0.004368271586936102
Mining,09_ROK,2019,GVA millions USD,Carbon Neutral,1875.594746356069,8.193107239113804,0.004368271586936082
Mining,09_ROK,2019,GVA millions USD,Reference,1875.594746356069,8.193107239113804,0.004368271586936082
Mining,09_ROK,2020,GVA millions USD,Carbon Neutral,1759.6677375188297,7.686706580251597,0.004368271586936079
Mining,09_ROK,2020,GVA millions USD,Reference,1759.6677375188297,7.686706580251597,0.004368271586936079
Mining,09_ROK,2021,GVA millions USD,Carbon Neutral,1810.567254745989,7.9090494951437655,0.004368271586936081
Mining,09_ROK,2021,GVA millions USD,Reference,1810.567254745989,7.9090494951437655,0.004368271586936081
Mining,09_ROK,2022,GVA millions USD,Carbon Neutral,1857.9931296555887,8.034912881537231,0.004324511621324801
Mining,09_ROK,2022,GVA millions USD,Reference,1857.9931296555887,8.075628631521443,0.004346425453692825
Mining,09_ROK,2023,GVA millions USD,Carbon Neutral,1902.385708756637,8.144171604117998,0.00428103069037502
Mining,09_ROK,2023,GVA millions USD,Reference,1902.385708756637,8.227207466075582,0.004324678969257358
Mining,09_ROK,2024,GVA millions USD,Carbon Neutral,1944.76802471615,8.241576773669543,0.004237819970776437
Mining,09_ROK,2024,GVA millions USD,Reference,1944.76802471615,8.368398223884988,0.0043030315788467385
Mining,09_ROK,2025,GVA millions USD,Carbon Neutral,1986.0488399968635,8.331219295636577,0.004194871308225096
Mining,09_ROK,2025,GVA millions USD,Reference,1986.0488399968635,8.503233816180858,0.004281482733422753
Mining,09_ROK,2026,GVA millions USD,Carbon Neutral,2026.435457115117,8.414119085601701,0.004152177191757317
Mining,09_ROK,2026,GVA millions USD,Reference,2026.435457115117,8.6326796695613,0.004260031889617147
Mining,09_ROK,2027,GVA millions USD,Carbon Neutral,2065.7784646793493,8.48979323513722,0.004109730728776384
Mining,09_ROK,2027,GVA millions USD,Reference,2065.7784646793493,8.756170783949788,0.00423867850965758
Mining,09_ROK,2028,GVA millions USD,Carbon Neutral,2092.116487307831,8.509737413732866,0.00406752562075706
Mining,09_ROK,2028,GVA millions USD,Reference,2092.116487307831,8.82333822837009,0.0042174220612945425
Mining,09_ROK,2029,GVA millions USD,Carbon Neutral,2117.0838933913715,8.52244006511686,0.0040255561396127315
Mining,09_ROK,2029,GVA millions USD,Reference,2117.0838933913715,8.883838730184157,0.0041962620177290536
Mining,09_ROK,2030,GVA millions USD,Carbon Neutral,2140.6838975022674,8.528093126648471,0.00398381710471078
Mining,09_ROK,2030,GVA millions USD,Reference,2140.6838975022674,8.937778822524812,0.004175197857541387
Mining,09_ROK,2031,GVA millions USD,Carbon Neutral,2162.9326652101986,8.526937796106223,0.0039423038605215
Mining,09_ROK,2031,GVA millions USD,Reference,2162.9326652101986,8.985317742633308,0.004154229064620509
Mining,09_ROK,2032,GVA millions USD,Carbon Neutral,2183.9288482598063,8.519533200861796,0.0039010122548865604
Mining,09_ROK,2032,GVA millions USD,Reference,2183.9288482598063,9.026953504347869,0.0041333551280943555
Mining,09_ROK,2033,GVA millions USD,Carbon Neutral,2203.8704792327494,8.506804771625362,0.0038599386178932355
Mining,09_ROK,2033,GVA millions USD,Reference,2203.8704792327494,9.063583831203596,0.004112575542260983
Mining,09_ROK,2034,GVA millions USD,Carbon Neutral,2222.985908441592,8.48976044821542,0.003819079741340828
Mining,09_ROK,2034,GVA millions USD,Reference,2222.985908441592,9.096213378791084,0.004091889806520599
Mining,09_ROK,2035,GVA millions USD,Carbon Neutral,2241.454047833323,8.469183625791807,0.003778432858785774
Mining,09_ROK,2035,GVA millions USD,Reference,2241.454047833323,9.125626093890528,0.004071297425308235
Mining,09_ROK,2036,GVA millions USD,Carbon Neutral,2259.395306307886,8.445609772728922,0.003737995626152746
Mining,09_ROK,2036,GVA millions USD,Reference,2259.395306307886,9.152353780198998,0.004050797908027438
Mining,09_ROK,2037,GVA millions USD,Carbon Neutral,2276.612992224524,8.418382352066468,0.00369776610289863
Mining,09_ROK,2037,GVA millions USD,Reference,2276.612992224524,9.175639988412188,0.004030390768984625
Mining,09_ROK,2038,GVA millions USD,Carbon Neutral,2293.1089065558663,8.387602440576371,0.0036577427337169633
Mining,09_ROK,2038,GVA millions USD,Reference,2293.1089065558663,9.19553990766887,0.004010075527324216
Mining,09_ROK,2039,GVA millions USD,Carbon Neutral,2308.8227000145816,8.35314582181833,0.0036179243307706455
Mining,09_ROK,2039,GVA millions USD,Reference,2308.8227000145816,9.211860190731928,0.003989851706964658
Mining,09_ROK,2040,GVA millions USD,Carbon Neutral,2323.723028563166,8.315001481490249,0.003578310056440628
Mining,09_ROK,2040,GVA millions USD,Reference,2323.723028563166,9.224527077377541,0.003969718836535079
Mining,09_ROK,2041,GVA millions USD,Carbon Neutral,2337.862779384569,8.273461202627322,0.0035388994065790598
Mining,09_ROK,2041,GVA millions USD,Reference,2337.862779384569,9.233801561460355,0.003949676449312867
Mining,09_ROK,2042,GVA millions USD,Carbon Neutral,2351.3147284996894,8.22887780156725,0.003499692194255031
Mining,09_ROK,2042,GVA millions USD,Reference,2351.3147284996894,9.240018115678419,0.003929724083161859
Mining,09_ROK,2043,GVA millions USD,Carbon Neutral,2364.1624784143046,8.181629981518247,0.003460688533981744
Mining,09_ROK,2043,GVA millions USD,Reference,2364.1624784143046,9.243547335095318,0.003909861280471369
Mining,09_ROK,2044,GVA millions USD,Carbon Neutral,2376.535143525009,8.132239053208158,0.0034218888264138897
Mining,09_ROK,2044,GVA millions USD,Reference,2376.535143525009,9.244929864500296,0.003890087588095879
Mining,09_ROK,2045,GVA millions USD,Carbon Neutral,2388.6026285710886,8.081344328962848,0.0033832937435044497
Mining,09_ROK,2045,GVA millions USD,Reference,2388.6026285710886,9.244853721984557,0.0038704025572956096
Mining,09_ROK,2046,GVA millions USD,Carbon Neutral,2400.5336833025835,8.029555233391863,0.003344904214110021
Mining,09_ROK,2046,GVA millions USD,Reference,2400.5336833025835,9.243988895553207,0.0038508057436776304
Mining,09_ROK,2047,GVA millions USD,Carbon Neutral,2412.725065840568,7.978209631741582,0.0033067214100343666
Mining,09_ROK,2047,GVA millions USD,Reference,2412.725065840568,9.243865599983767,0.003831296707137787
Mining,09_ROK,2048,GVA millions USD,Carbon Neutral,2425.324006798452,7.9277699224760845,0.0032687467324999326
Mining,09_ROK,2048,GVA millions USD,Reference,2425.324006798452,9.24503197704191,0.003811875011803396
Mining,09_ROK,2049,GVA millions USD,Carbon Neutral,2438.4726941602275,7.878660892280529,0.003230981799037048
Mining,09_ROK,2049,GVA millions USD,Reference,2438.4726941602275,9.248005782547867,0.0037925402259764646
Mining,09_ROK,2050,GVA millions USD,Carbon Neutral,2452.278898954354,7.8311771561259045,0.003193428430781303
Mining,09_ROK,2050,GVA millions USD,Reference,2452.278898954354,9.253164160106387,0.0037732919220778327
Mining,10_MAS,2017,GVA millions USD,Carbon Neutral,6273.095868,0.0,0.0
Mining,10_MAS,2017,GVA millions USD,Reference,6273.095868,0.0,0.0
Mining,10_MAS,2018,GVA millions USD,Carbon Neutral,6579.649803,0.0,0.0
Mining,10_MAS,2018,GVA millions USD,Reference,6579.649803,0.0,0.0
Mining,10_MAS,2019,GVA millions USD,Carbon Neutral,6771.984722981336,0.0,0.0
Mining,10_MAS,2019,GVA millions USD,Reference,6771.984722981336,0.0,0.0
Mining,10_MAS,2020,GVA millions USD,Carbon Neutral,5737.89053473561,0.0,0.0
Mining,10_MAS,2020,GVA millions USD,Reference,5737.89053473561,0.0,0.0
Mining,10_MAS,2021,GVA millions USD,Carbon Neutral,6230.489876805154,0.0,0.0
Mining,10_MAS,2021,GVA millions USD,Reference,6230.489876805154,0.0,0.0
Mining,10_MAS,2022,GVA millions USD,Carbon Neutral,6478.589837808909,0.0,0.0
Mining,10_MAS,2022,GVA millions USD,Reference,6478.589837808909,0.0,0.0
Mining,10_MAS,2023,GVA millions USD,Carbon Neutral,6742.713497502324,0.0,0.0
Mining,10_MAS,2023,GVA millions USD,Reference,6742.713497502324,0.0,0.0
Mining,10_MAS,2024,GVA millions USD,Carbon Neutral,7004.21370420587,0.0,0.0
Mining,10_MAS,2024,GVA millions USD,Reference,7004.21370420587,0.0,0.0
Mining,10_MAS,2025,GVA millions USD,Carbon Neutral,7281.881800849738,0.0,0.0
Mining,10_MAS,2025,GVA millions USD,Reference,7281.881800849738,0.0,0.0
Mining,10_MAS,2026,GVA millions USD,Carbon Neutral,7566.395362526623,0.0,0.0
Mining,10_MAS,2026,GVA millions USD,Reference,7566.395362526623,0.0,0.0
Mining,10_MAS,2027,GVA millions USD,Carbon Neutral,7857.709496768191,0.0,0.0
Mining,10_MAS,2027,GVA millions USD,Reference,7857.709496768191,0.0,0.0
Mining,10_MAS,2028,GVA millions USD,Carbon Neutral,8020.531992997754,0.0,0.0
Mining,10_MAS,2028,GVA millions USD,Reference,8020.531992997754,0.0,0.0
Mining,10_MAS,2029,GVA millions USD,Carbon Neutral,8184.388369381346,0.0,0.0
Mining,10_MAS,2029,GVA millions USD,Reference,8184.388369381346,0.0,0.0
Mining,10_MAS,2030,GVA millions USD,Carbon Neutral,8357.756086210276,0.0,0.0
Mining,10_MAS,2030,GVA millions USD,Reference,8357.756086210276,0.0,0.0
Mining,10_MAS,2031,GVA millions USD,Carbon Neutral,8573.922786740248,0.0,0.0
Mining,10_MAS,2031,GVA millions USD,Reference,8573.922786740248,0.0,0.0
Mining,10_MAS,2032,GVA millions USD,Carbon Neutral,8738.77767102441,0.0,0.0
Mining,10_MAS,2032,GVA millions USD,Reference,8738.77767102441,0.0,0.0
Mining,10_MAS,2033,GVA millions USD,Carbon Neutral,8896.04814414489,0.0,0.0
Mining,10_MAS,2033,GVA millions USD,Reference,8896.04814414489,0.0,0.0
Mining,10_MAS,2034,GVA millions USD,Carbon Neutral,9046.14978313178,0.0,0.0
Mining,10_MAS,2034,GVA millions USD,Reference,9046.14978313178,0.0,0.0
